yago,http://dbpedia.org/class/yago/
rdf,http://www.w3.org/1999/02/22-rdf-syntax-ns#
foaf,http://xmlns.com/foaf/0.1/
dbp,http://dbpedia.org/property/
owl,http://www.w3.org/2002/07/owl#
dc,http://purl.org/dc/elements/1.1/
dbo,http://dbpedia.org/ontology/
rdfs,http://www.w3.org/2000/01/rdf-schema#
sc,http://umbel.org/umbel/sc/
rss,http://purl.org/rss/1.0/
fb,http://rdf.freebase.com/ns/
geonames,http://www.geonames.org/ontology#
skos,http://www.w3.org/2004/02/skos/core#
geo,http://www.w3.org/2003/01/geo/wgs84_pos#
cyc,http://sw.opencyc.org/concept/
sioc,http://rdfs.org/sioc/ns#
akt,http://www.aktors.org/ontology/portal#
dbpedia,http://dbpedia.org/resource/
admin,http://webns.net/mvcb/
gr,http://purl.org/goodrelations/v1#
xsd,http://www.w3.org/2001/XMLSchema#
swrc,http://swrc.ontoware.org/ontology#
xhtml,http://www.w3.org/1999/xhtml/vocab#
doap,http://usefulinc.com/ns/doap#
vcard,http://www.w3.org/2006/vcard/ns#
commerce,http://search.yahoo.com/searchmonkey/commerce/
dcterms,http://purl.org/dc/terms/
content,http://purl.org/rss/1.0/modules/content/
bill,http://www.rdfabout.com/rdf/schema/usbill/
wot,http://xmlns.com/wot/0.1/
mo,http://purl.org/ontology/mo/
void,http://rdfs.org/ns/void#
gen,http://www.w3.org/2006/gen/ont#
wn20schema,http://www.w3.org/2006/03/wn/wn20/schema/
d2rq,http://www.wiwiss.fu-berlin.de/suhl/bizer/D2RQ/0.1#
org,http://www.w3.org/ns/org#
nie,http://www.semanticdesktop.org/ontologies/2007/01/19/nie#
test2,http://this.invalid/test2#
ex,http://example.com/
rel,http://purl.org/vocab/relationship/
http,http://www.w3.org/2006/http#
movie,http://data.linkedmdb.org/resource/movie/
bio,http://purl.org/vocab/bio/0.1/
reco,http://purl.org/reco#
dcmit,http://purl.org/dc/dcmitype/
cc,http://creativecommons.org/ns#
og,http://opengraphprotocol.org/schema/
earl,http://www.w3.org/ns/earl#
media,http://purl.org/media#
xfn,http://vocab.sindice.com/xfn#
air,http://dig.csail.mit.edu/TAMI/2007/amord/air#
factbook,http://www4.wiwiss.fu-berlin.de/factbook/ns#
ical,http://www.w3.org/2002/12/cal/ical#
qb,http://purl.org/linked-data/cube#
vann,http://purl.org/vocab/vann/
rev,http://purl.org/stuff/rev#
bibo,http://purl.org/ontology/bibo/
cv,http://rdfs.org/resume-rdf/
days,http://ontologi.es/days#
dir,http://schemas.talis.com/2005/dir/schema#
tag,http://www.holygoat.co.uk/owl/redwood/0.1/tags/
aiiso,http://purl.org/vocab/aiiso/schema#
botany,http://purl.org/NET/biol/botany#
book,http://purl.org/NET/book/vocab#
swc,http://data.semanticweb.org/ns/swc/ontology#
nfo,http://www.semanticdesktop.org/ontologies/2007/03/22/nfo#
osag,http://www.ordnancesurvey.co.uk/ontology/AdministrativeGeography/v2.0/AdministrativeGeography.rdf#
ac,http://umbel.org/umbel/ac/
afn,http://jena.hpl.hp.com/ARQ/function#
drugbank,http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugbank/
xf,http://www.w3.org/2002/xforms/
owlim,http://www.ontotext.com/trree/owlim#
musim,http://purl.org/ontology/similarity/
cfp,http://sw.deri.org/2005/08/conf/cfp.owl#
sism,http://purl.oclc.org/NET/sism/0.1/
fn,http://www.w3.org/2005/xpath-functions#
cs,http://purl.org/vocab/changeset/schema#
cld,http://purl.org/cld/terms/
ad,http://schemas.talis.com/2005/address/schema#
dv,http://rdf.data-vocabulary.org/#
mu,http://www.kanzaki.com/ns/music#
event,http://purl.org/NET/c4dm/event.owl#
biblio,http://purl.org/net/biblio#
sd,http://www.w3.org/ns/sparql-service-description#
dcn,http://www.w3.org/2007/uwa/context/deliverycontext.owl#
log,http://www.w3.org/2000/10/swap/log#
rdfg,http://www.w3.org/2004/03/trix/rdfg-1/
ome,http://purl.org/ontomedia/core/expression#
co,http://purl.org/ontology/co/core#
memo,http://ontologies.smile.deri.ie/2009/02/27/memo#
af,http://purl.org/ontology/af/
cmp,http://www.ontologydesignpatterns.org/cp/owl/componency.owl#
ir,http://www.ontologydesignpatterns.org/cp/owl/informationrealization.owl#
ok,http://okkam.org/terms#
swanq,http://purl.org/swan/1.2/qualifiers/
ctag,http://commontag.org/ns#
rif,http://www.w3.org/2007/rif#
giving,http://ontologi.es/giving#
lomvoc,http://ltsc.ieee.org/rdf/lomv1p0/vocabulary#
swande,http://purl.org/swan/1.2/discourse-elements/
daia,http://purl.org/ontology/daia/
math,http://www.w3.org/2000/10/swap/math#
po,http://purl.org/ontology/po/
akts,http://www.aktors.org/ontology/support#
sr,http://www.openrdf.org/config/repository/sail#
jdbc,http://d2rq.org/terms/jdbc/
uniprot,http://purl.uniprot.org/core/
myspace,http://purl.org/ontology/myspace#
tzont,http://www.w3.org/2006/timezone#
sioct,http://rdfs.org/sioc/types#
sider,http://www4.wiwiss.fu-berlin.de/sider/resource/sider/
daml,http://www.daml.org/2001/03/daml+oil#
wo,http://purl.org/ontology/wo/
politico,http://www.rdfabout.com/rdf/schema/politico/
usgov,http://www.rdfabout.com/rdf/schema/usgovt/
pmlj,http://inference-web.org/2.0/pml-justification.owl#
lfm,http://purl.org/ontology/last-fm/
vote,http://www.rdfabout.com/rdf/schema/vote/
con,http://www.w3.org/2000/10/swap/pim/contact#
frbr,http://purl.org/vocab/frbr/core#
taxo,http://purl.org/rss/1.0/modules/taxonomy/
doac,http://ramonantonio.net/doac/0.1/#
wn,http://xmlns.com/wordnet/1.6/
affy,http://www.affymetrix.com/community/publications/affymetrix/tmsplice#
prv,http://purl.org/net/provenance/ns#
scot,http://scot-project.org/scot/ns#
rsa,http://www.w3.org/ns/auth/rsa#
scovo,http://purl.org/NET/scovo#
irrl,http://www.ontologydesignpatterns.org/cp/owl/informationobjectsandrepresentationlanguages.owl#
ov,http://open.vocab.org/terms/
cert,http://www.w3.org/ns/auth/cert#
omt,http://purl.org/ontomedia/ext/common/trait#
lgd,http://linkedgeodata.org/ontology/
lode,http://linkedevents.org/ontology/
wordmap,http://purl.org/net/ns/wordmap#
nco,http://www.semanticdesktop.org/ontologies/2007/03/22/nco#
ti,http://www.ontologydesignpatterns.org/cp/owl/timeinterval.owl#
nao,http://www.semanticdesktop.org/ontologies/2007/08/15/nao#
rep,http://www.openrdf.org/config/repository#
user,http://schemas.talis.com/2005/user/schema#
ore,http://www.openarchives.org/ore/terms/
es,http://eulersharp.sourceforge.net/2003/03swap/log-rules#
money,http://purl.org/net/rdf-money/
zoology,http://purl.org/NET/biol/zoology#
sede,http://eventography.org/sede/0.1/
abc,http://www.metadata.net/harmony/ABCSchemaV5Commented.rdf#
omp,http://purl.org/ontomedia/ext/common/profession#
coref,http://www.rkbexplorer.com/ontologies/coref#
spc,http://purl.org/ontomedia/core/space#
fec,http://www.rdfabout.com/rdf/schema/usfec/
omb,http://purl.org/ontomedia/ext/common/being#
unit,http://qudt.org/vocab/unit#
lx,http://purl.org/NET/lx#
code,http://telegraphis.net/ontology/measurement/code#
spin,http://spinrdf.org/spin#
swrl,http://www.w3.org/2003/11/swrl#
ecs,http://rdf.ecs.soton.ac.uk/ontology/ecs#
eztag,http://ontologies.ezweb.morfeo-project.org/eztag/ns#
omc,http://purl.org/ontomedia/ext/common/bestiary#
lang,http://ontologi.es/lang/core#
sv,http://schemas.talis.com/2005/service/schema#
os,http://www.w3.org/2000/10/swap/os#
swrlb,http://www.w3.org/2003/11/swrlb#
doc,http://www.w3.org/2000/10/swap/pim/doc#
atomix,http://buzzword.org.uk/rdf/atomix#
ne,http://umbel.org/umbel/ne/
java,http://www.w3.org/2007/uwa/context/java.owl#
hard,http://www.w3.org/2007/uwa/context/hardware.owl#
vs,http://www.w3.org/2003/06/sw-vocab-status/ns#
airport,http://www.daml.org/2001/10/html/airport-ont#
kwijibo,http://kwijibo.talis.com/
ibis,http://purl.org/ibis#
rei,http://www.w3.org/2004/06/rei#
nrl,http://www.semanticdesktop.org/ontologies/2007/08/15/nrl#
acc,http://purl.org/NET/acc#
wnschema,http://www.cogsci.princeton.edu/~wn/schema/
video,http://purl.org/media/video#
